time,Ep_eff,F_norm,Phi,backstress01,backstress02,backstress03,backstress04,backstress05,backstress06,backstress07,backstress08,backstress09,backstress10,backstress11,backstress12,backstress_avg,gamma_dot_average,phi_1,phi_2,slip_resistance_avg,ssd,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
16.0165,0.0039003519265939,1.7340005336306,0,-1.8080606228275e-16,1.8080657924266e-16,48.234355173262,48.234341571258,-2.8416540087385e-05,-2.8416612335309e-05,1.8080582092539e-16,-1.8080593587729e-16,2.8416576161794e-05,2.8416572949116e-05,48.234358679261,48.234372281201,17.542086255138,3.870388120991e-05,-8.5726134773714e-13,0,355.31487727494,100000172.23749,-2.4100067488044e-14,-0.0087695317229238,0.011928570863678,335.82578485254,-6.9263947400372e-06,896.94984464274,784.90706747018
16.1165,0.0039220059571162,1.7339967760885,0,-1.5635633250445e-16,1.5635677970195e-16,47.540916136292,47.540902528326,-2.4481708906093e-05,-2.4481772617513e-05,1.5635612658823e-16,-1.5635621295545e-16,2.448174028544e-05,2.4481738364825e-05,47.540919703667,47.540933311569,17.289877239319,3.7932888263559e-05,-8.5769169320935e-13,0,355.31487828248,100000173.19369,-2.4355007686556e-14,-0.0087761626249505,0.011928570863677,335.08523623411,-6.6603367189174e-06,894.93834519217,783.14503038458
16.2165,0.0039432316100595,1.7339930921823,0,-1.3538357782787e-16,1.3538396536221e-16,46.862144728742,46.862131116498,-2.1116105455606e-05,-2.1116161698177e-05,1.3538340208259e-16,-1.3538346536114e-16,2.1116132787298e-05,2.1116131870358e-05,46.862148356727,46.862161968908,17.043003485801,3.7186685064244e-05,-8.5758231981764e-13,0,355.31487927007,100000174.13098,-2.4587332231133e-14,-0.0087826636536973,0.011928570863677,334.35935598022,-6.4089434488985e-06,892.96683280284,781.41802907001
16.3165,0.0039640425370129,1.7339894795842,0,-1.1738009044458e-16,1.1738042689808e-16,46.19757597314,46.197562358241,-1.8235493183825e-05,-1.8235542888354e-05,1.1737994039089e-16,-1.1737998509752e-16,1.8235517023204e-05,1.8235516877629e-05,46.197579660985,46.19759327582,16.801295837656,3.6464088978436e-05,-8.5801869435697e-13,0,355.31488023833,100000175.04995,-2.4819656775967e-14,-0.0087890389130946,0.011928570863677,333.64767615402,-6.1711576469177e-06,891.03402800753,779.72494227717
16.4165,0.0039844517446497,1.7339859360755,0,-1.0191320454706e-16,1.0191349721755e-16,45.546766531643,45.546752915653,-1.5768227887491e-05,-1.5768271865449e-05,1.0191307637743e-16,-1.0191310621861e-16,1.5768248711112e-05,1.5768249150349e-05,45.546770278606,45.546783894533,16.564593011641,3.5763993795023e-05,-8.5817410263244e-13,0,355.31488118788,100000175.95118,-2.5107492472303e-14,-0.0087952923142607,0.011928570863676,332.94975093895,-5.9460124289912e-06,889.13871193791,778.0647018684
16.5165,0.0040044716359956,1.7339824595403,0,-8.8614184063183e-17,8.8614439160365e-17,44.909293339958,44.909279724389,-1.3653373452755e-05,-1.3653412411622e-05,8.8614074540657e-17,-8.8614092552891e-17,1.3653391669749e-05,1.3653392544524e-05,44.909297145314,44.90931076082,16.332741101068,3.5085363510895e-05,-8.5850752352532e-13,0,355.31488211929,100000176.83522,-2.5352152829044e-14,-0.0088014275878023,0.011928570863676,332.26515522288,-5.7326201913606e-06,887.27972244133,776.43628941398
16.6165,0.0040241140483712,1.7339790479584,0,-7.7168743223052e-17,7.7168966034618e-17,44.284752349991,44.2847387363,-1.1839097407575e-05,-1.1839131964253e-05,7.7168649595324e-17,-7.7168658261561e-17,1.1839113369359e-05,1.1839114560735e-05,44.284756213023,44.284769826651,16.105593118235,3.442722672235e-05,-8.5793891957504e-13,0,355.31488303312,100000177.70259,-2.5586533343224e-14,-0.0088074482951238,0.011928570863676,331.59348329608,-5.530187610068e-06,885.45595051058,774.83873306288
16.7165,0.0040433902883347,1.7339756993997,0,-6.7308964706565e-17,6.7309159738548e-17,43.672757370685,43.672743760279,-1.0281305491302e-05,-1.028133618384e-05,6.7308884632914e-17,-6.7308885979155e-17,1.0281319499894e-05,1.0281320913573e-05,43.672761290687,43.672774901031,15.883008572606,3.3788671553399e-05,-8.5801862701662e-13,0,355.3148839299,100000178.55379,-2.5808578046274e-14,-0.008813357838844,0.011928570863675,330.9343476524,-5.337964507236e-06,883.66633699639,773.27110466119
16.8165,0.0040623111639053,1.7339724120191,0,-5.8806412718394e-17,5.8806583813899e-17,43.072938998046,43.072925392286,-8.9424801858819e-06,-8.9425074836924e-06,5.8806344207679e-17,-5.8806339883042e-17,8.942492500998e-06,8.9424940626584e-06,43.072942974324,43.072956580025,15.664853081448,3.3168841061679e-05,-8.5856634388766e-13,0,355.31488481012,100000179.38929,-2.6079965995096e-14,-0.008819159472407,0.011928570863675,330.28737788377,-5.1552740244548e-06,881.9098695759,771.73251709506
16.9165,0.0040808870143219,1.7339691840506,0,-5.1466266758866e-17,5.1466417198491e-17,42.484943625928,42.484930026126,-7.7906931395295e-06,-7.7907174523037e-06,5.1466208116868e-17,-5.1466199459962e-17,7.7907039846594e-06,7.7907056361398e-06,42.484947657796,42.484961257542,15.450998009859,3.2566929069294e-05,-8.5811961364757e-13,0,355.31488567428,100000180.20957,-2.6336962164214e-14,-0.0088248563089532,0.011928570863675,329.65221965893,-4.9815037500107e-06,880.18557995306,770.22212183685
17.0165,0.0040991277375649,1.7339660138036,0,-4.5122326548767e-17,4.5122459135557e-17,41.908432530428,41.90841893785,-6.7987657316621e-06,-6.7987874171254e-06,4.5122276333485e-17,-4.5122264427375e-17,6.7987752992583e-06,6.7987769954395e-06,41.908436617209,41.90845020973,15.241320137583,3.1982176373883e-05,-8.5919638525703e-13,0,355.31488652283,100000181.01504,-2.6581622522172e-14,-0.0088304513295328,0.011928570863675,329.02853377954,-4.8160743811666e-06,878.49254127005,768.73910667625
17.1165,0.0041170428158404,1.7339628996577,0,-3.9632759945033e-17,3.9632877076379e-17,41.34308102117,41.343067437041,-5.9435557559553e-06,-5.9435751266193e-06,3.9632716928742e-17,-3.9632702646454e-17,5.9435642118706e-06,5.9435659181288e-06,41.343085162195,41.343098746268,15.035701350185,3.1413867298323e-05,-8.5924101013611e-13,0,355.31488735621,100000181.80613,-2.6801611257561e-14,-0.0088359473907049,0.011928570863674,328.41599530559,-4.6584637427192e-06,876.82986571007,767.28269361915
17.2165,0.0041346413392104,1.7339598400596,0,-3.4876484147813e-17,3.4876587876324e-17,40.788577653719,40.788564079223,-5.2053514093827e-06,-5.2053687384168e-06,3.4876447284851e-17,-3.4876431327021e-17,5.2053588966635e-06,5.2053605867937e-06,40.788581848329,40.788595422769,14.834028352451,3.086132654517e-05,-8.5861749888294e-13,0,355.31488817486,100000182.58325,-2.7064775333025e-14,-0.008841347231591,0.011928570863674,327.8142927448,-4.5081842066124e-06,875.19670227507,765.85213693992
17.3165,0.0041519320275283,1.7339568335184,0,-3.0750086407958e-17,3.0750178492997e-17,40.244623497745,40.244609934026,-4.567356534734e-06,-4.5673720610701e-06,3.075005480739e-17,-3.0750037733381e-17,4.5673631768638e-06,4.567364831389e-06,40.244627745287,40.24464130895,14.636192402094,3.0323916323871e-05,-8.5965466956586e-13,0,355.31488897917,100000183.34677,-2.7311491660185e-14,-0.0088466534804185,0.011928570863674,327.22312730009,-4.364791397207e-06,873.59223472267,764.4467213731
17.4165,0.0041689232508282,1.7339538786031,0,-2.7165204124135e-17,2.7165286075488e-17,39.71093145628,39.710917904445,-4.0152534315179e-06,-4.0152673642862e-06,2.7165177026545e-17,-2.7165159280162e-17,4.0152593351908e-06,4.0152609399872e-06,39.710935756109,39.710949307888,14.442089062048,2.9801033723347e-05,-8.6047557652212e-13,0,355.31488976953,100000184.09706,-2.7529424427658e-14,-0.0088518686606082,0.011928570863673,326.64221217006,-4.2278614221205e-06,872.01567964904,763.0657604331
17.5165,0.004185623048297,1.7339509739388,0,-2.40462959619e-17,2.4046369076785e-17,39.187225631725,39.187212092844,-3.5368315778201e-06,-3.536844100203e-06,2.4046272719691e-17,-2.4046254650403e-17,3.5368368353134e-06,3.5368383804943e-06,39.187229983204,39.18724352203,14.251617969776,2.9292108305917e-05,-8.6036127659466e-13,0,355.31489054633,100000184.83449,-2.776380494384e-14,-0.0088569951964381,0.011928570863673,326.07127189826,-4.0970230475797e-06,870.46628470478,761.70859485048
17.6165,0.0042020391459488,1.7339481182036,0,-2.1328745692859e-17,2.1328811087298e-17,38.673240734727,38.673227209837,-3.1216723399142e-06,-3.1216836124943e-06,2.1328725753534e-17,-2.132870763397e-17,3.1216770311177e-06,3.12167851013e-06,38.673245137227,38.673258662063,14.064682622179,2.8796599900179e-05,-8.6058329579851e-13,0,355.31489130991,100000185.55939,-2.7998185460222e-14,-0.0088620354183179,0.011928570863673,325.51004176665,-3.9719166789343e-06,868.94332693314,760.37459111544
17.7165,0.0042181789731076,1.7339453101266,0,-1.8957249068264e-17,1.8957307703704e-17,38.168721532524,38.168708022626,-2.7608812278862e-06,-2.760891391554e-06,1.8957231960228e-17,-1.8957214000601e-17,2.7608854220394e-06,2.7608868309333e-06,38.168725985422,38.168739495266,13.881190174871,2.8313996574786e-05,-8.601403068077e-13,0,355.31489206064,100000186.27209,-2.8203782416899e-14,-0.0088669915677143,0.011928570863672,324.95826723035,-3.8522095892064e-06,867.44611122049,759.0631401197
17.8165,0.0042340496777949,1.7339425484842,0,-1.6884441408454e-17,1.6884494114356e-17,37.673422333505,37.673408839568,-2.4468605196953e-06,-2.4468696981753e-06,1.6884426728956e-17,-1.6884409088926e-17,2.4468642768747e-06,2.4468656137145e-06,37.673426836183,37.673440330066,13.701051254627,2.7843812774827e-05,-8.5876617872308e-13,0,355.31489279883,100000186.97291,-2.8462834556422e-14,-0.0088718658017444,0.011928570863672,324.41570338968,-3.7376023496527e-06,865.97396884959,757.77365588852
17.9165,0.0042496581411101,1.7339398320985,0,-1.5069729882159e-17,1.5069777375179e-17,37.187106505172,37.187093028133,-2.173116153809e-06,-2.1731244558537e-06,1.5069717287053e-17,-1.5069700085482e-17,2.1731195262016e-06,2.1731207905928e-06,37.187111057019,37.187124534005,13.524179783995,2.738558760624e-05,-8.5881918458518e-13,0,355.31489352481,100000187.66214,-2.8713662821901e-14,-0.0088766601974728,0.011928570863672,323.882114497,-3.6278006589765e-06,864.52625614796,756.50557439598
18.0165,0.0042650109906832,1.7339371598348,0,-1.3478299819671e-17,1.3478342719962e-17,36.709546022886,36.709532563651,-1.9340937085627e-06,-1.9341012298586e-06,1.3478289014725e-17,-1.3478272337679e-17,1.9340967415568e-06,1.9340979342672e-06,36.709550623297,36.709564082478,13.350492817099,2.6938883254307e-05,-8.6037167754452e-13,0,355.3148942389,100000188.34009,-2.8950099307627e-14,-0.0088813767559295,0.011928570863672,323.35727349507,-3.5225503566658e-06,863.10235322321,755.25835245666
18.1165,0.0042801146132707,1.7339345305992,0,-1.2080268983072e-17,1.2080307828144e-17,36.240521047009,36.240507606457,-1.7250390677758e-06,-1.7250458926005e-06,1.2080259716575e-17,-1.2080243623885e-17,1.7250418008974e-06,1.7250429235541e-06,36.240525695384,36.240539135882,13.179910385789,2.6503283524279e-05,-8.6028830850401e-13,0,355.31489494138,100000189.00703,-2.9153640296496e-14,-0.0088860174058746,0.011928570863671,322.84096158511,-3.4215938201233e-06,861.70166277932,754.03146668804
18.2165,0.004294975166561,1.7339319433369,0,-1.0849967618731e-17,1.0850002875238e-17,35.779819526342,35.779806105323,-1.5418800368346e-06,-1.5418862394958e-06,1.0849959675213e-17,-1.0849944205842e-17,1.5418825045489e-06,1.5418835593989e-06,35.779824222088,35.779837643055,13.012355355347,2.6078392493066e-05,-8.5984438254041e-13,0,355.31489563255,100000189.66324,-2.9344845474175e-14,-0.0088905840073264,0.011928570863671,322.33296782181,-3.3247089900618e-06,860.32360900708,752.82441253811
18.3165,0.0043095985902497,1.7339293970302,0,-9.7653254402582e-18,9.7653575140396e-18,35.327236825843,35.32722342518,-1.3811257385151e-06,-1.3811313846027e-06,9.7653186351557e-18,-9.7653038115832e-18,1.3811279709152e-06,1.3811289606353e-06,35.32724156837,35.327254968984,12.847753289036,2.5663833261668e-05,-8.6056723955402e-13,0,355.31489631268,100000190.30898,-2.9636793111666e-14,-0.0088950783548697,0.011928570863671,321.83308873341,-3.231676367799e-06,858.96763654321,751.63670337308
18.4165,0.004323990616437,1.7339268906968,0,-8.8073495186081e-18,8.8073787632418e-18,34.882575376861,34.88256199735,-1.2397810979746e-06,-1.2397862454494e-06,8.8073436937249e-18,-8.8073295255132e-18,1.2397831213729e-06,1.2397840489209e-06,34.882580165587,34.882593545051,12.686032320842,2.5259246800807e-05,-8.5951512047242e-13,0,355.31489698203,100000190.9445,-2.9887621378031e-14,-0.0088995021807683,0.01192857086367,321.34112796519,-3.1422955057866e-06,857.63320949356,750.4678696212
18.5165,0.0043381567794001,1.7339244233881,0,-7.959679462316e-18,7.9597061864119e-18,34.445644348242,34.445630990652,-1.1152741341555e-06,-1.1152788342965e-06,7.9596744819624e-18,-7.9596609686608e-18,1.1152759715912e-06,1.1152768400901e-06,34.445649182589,34.445662540132,12.527123035808,2.486429087988e-05,-8.5871040685907e-13,0,355.31489764088,100000191.57004,-3.0091162367583e-14,-0.008903857157883,0.01192857086367,320.85689594416,-3.0563837834994e-06,856.31981051458,749.31745796782
18.6165,0.0043521024247834,1.7339219941874,0,-7.2082083173087e-18,7.2082327907332e-18,34.016259336788,34.016246001866,-1.0053941210915e-06,-1.0053984193207e-06,7.208204065017e-18,-7.2081911985121e-18,1.0053957927674e-06,1.0053966054163e-06,34.016264216183,34.016277551058,12.370958357412,2.4478639074135e-05,-8.5850499082779e-13,0,355.31489828946,100000192.18585,-3.0374886131304e-14,-0.0089081449024218,0.01192857086367,320.38020956387,-2.9737531018087e-06,855.02693995014,748.18503059877
18.7165,0.0043658327182493,1.733919602209,0,-6.5407593554624e-18,6.5407818146561e-18,33.594242075729,33.594228764197,-9.0823897648789e-07,-9.0824291308886e-07,6.5407557311912e-18,-6.5407434976065e-18,9.0824050014646e-07,9.08241260152e-07,33.594246999603,33.594260311088,12.217473441496,2.4101979841913e-05,-8.5936347221384e-13,0,355.31489892801,100000192.79215,-3.0603098743923e-14,-0.0089123669765267,0.01192857086367,319.91089188773,-2.8942520008829e-06,853.75411501864,747.07016448799
18.8165,0.0043793526536275,1.7339172465964,0,-5.946810399654e-18,5.9468310521773e-18,33.179420159921,33.179406872478,-8.2217048430346e-07,-8.2217409504705e-07,5.9468073174077e-18,-5.9467956986297e-18,8.2217187555003e-07,8.2217258607573e-07,33.179425127711,33.179438415106,12.066605576292,2.3734015666897e-05,-8.5927666425468e-13,0,355.31489955678,100000193.38916,-3.0858038948052e-14,-0.0089165248907125,0.011928570863669,319.44877186954,-2.8177142289985e-06,852.50086904752,745.97245072657
18.9165,0.004392667060598,1.733914926521,0,-5.4172585893398e-18,5.4172776177637e-18,32.771626786617,32.771613523941,-7.4577616959583e-07,-7.4577948628638e-07,5.4172559751397e-18,-5.4172449500428e-18,7.4577744217751e-07,7.4577810630618e-07,32.771631797765,32.771645060392,11.918294088101,2.3374462260027e-05,-8.5856332348011e-13,0,355.31490017598,100000193.97709,-3.1127370932277e-14,-0.0089206201061639,0.011928570863669,318.99368408987,-2.7440039857369e-06,851.26675075151,744.89149389023
19.0165,0.00440578061194,1.7339126411809,0,-4.9442195579463e-18,4.9442371231858e-18,32.370700510768,32.370687273517,-6.7783682330337e-07,-6.7783987425509e-07,4.9442173481025e-18,-4.9442068935229e-18,6.778379893495e-07,6.7783861005649e-07,32.37070556472,32.370718801924,11.772480252264,2.3023047816105e-05,-8.5756557302599e-13,0,355.31490078583,100000194.55615,-3.1363807419607e-14,-0.0089246540369057,0.011928570863669,318.54546850761,-2.6729783195124e-06,850.05132355187,743.82691144265
19.1165,0.0044186978303756,1.7339103898,0,-4.5208558997821e-18,4.5208721439549e-18,31.976485013825,31.976471802631,-6.1729882677753e-07,-6.1730163723042e-07,4.5208540394189e-18,-4.5208441309271e-18,6.1729989700722e-07,6.1730047714216e-07,31.976490110029,31.976503321177,11.629107209053,2.2679512320514e-05,-8.592472845627e-13,0,355.31490138654,100000195.12655,-3.1602299875641e-14,-0.0089286280518499,0.011928570863668,318.10397022506,-2.6045116153289e-06,848.85416493347,742.77833317201
19.2165,0.0044314230950367,1.7339081716265,0,-4.1412305740285e-18,4.1412456229102e-18,31.588828885209,31.588815700685,-5.6325055487991e-07,-5.6325314736338e-07,4.1412290158273e-18,-4.141219628333e-18,5.6325153878138e-07,5.632520810565e-07,31.588834023119,31.588847207595,11.488119884157,2.2343606902718e-05,-8.5827421442527e-13,0,355.31490197832,100000195.68846,-3.1865463954562e-14,-0.0089325434767334,0.011928570863668,317.66903926637,-2.5384817120508e-06,847.67486583764,741.74540065887
19.3165,0.0044439606475783,1.7339059859321,0,-3.800181547033e-18,3.8001955121673e-18,31.207585415559,31.207572258301,-5.149022458285e-07,-5.1490464047928e-07,3.8001802501588e-18,-3.8001713583826e-18,5.1490315181423e-07,5.149036587978e-07,31.207590594634,31.207603751844,11.34946491347,2.2015093232196e-05,-8.5822987975859e-13,0,355.31490256136,100000196.24209,-3.2145075782142e-14,-0.0089364015959464,0.011928570863668,317.24053036775,-2.4747808329031e-06,846.51303008792,740.72776677291
19.4165,0.0044563145979644,1.733903832011,0,-3.4932145292285e-18,3.4932275097436e-18,30.832612401005,30.832599271589,-4.7156881869728e-07,-4.7157103353769e-07,3.4932134584134e-18,-3.4932050372491e-18,4.7156965423824e-07,4.7157012835198e-07,30.832617620707,30.832630750075,11.213090571875,2.1693742953824e-05,-8.5740024682233e-13,0,355.31490313586,100000196.78761,-3.2342448867278e-14,-0.0089402036542647,0.011928570863668,316.81830277905,-2.4132921096327e-06,845.36827384684,739.72509519677
19.5165,0.0044684889299448,1.733901709179,0,-3.2164111343108e-18,3.2164232184847e-18,30.463771957781,30.463758856765,-4.3265519807742e-07,-4.3265724925918e-07,3.2164102590702e-18,-3.2164022838591e-18,4.3265596981949e-07,4.3265641333892e-07,30.463777217576,30.463790318545,11.078946705802,2.1379337160089e-05,-8.571167937302e-13,0,355.314903702,100000197.3252,-3.2613836820837e-14,-0.0089439508584914,0.011928570863667,316.40222007601,-2.3539229097881e-06,844.24022510174,738.73705997551
19.6165,0.0044804875062435,1.7338996167724,0,-2.9663501885071e-18,2.9663614551185e-18,30.100930346501,30.100917274424,-3.9764377204296e-07,-3.9764567406089e-07,2.9663494824698e-18,-2.966341929204e-18,3.9764448590786e-07,3.976449009649e-07,30.100935645861,30.10094871789,10.946984669295,2.1071665896593e-05,-8.581371312262e-13,0,355.31490425996,100000197.85503,-3.2887280743075e-14,-0.0089476443790101,0.011928570863667,315.99214998229,-2.2965742170683e-06,843.12852317756,737.76334508957
19.7165,0.0044923140734788,1.7338975541474,0,-2.7400402575956e-18,2.7400507770913e-18,29.743957805465,29.743944762848,-3.6608366605444e-07,-3.6608543193404e-07,2.7400396979306e-18,-2.7400325433996e-18,3.6608432732741e-07,3.660847159146e-07,29.743963143863,29.743976186432,10.817157263367,2.0770527698786e-05,-8.5837273919021e-13,0,355.31490480992,100000198.37726,-3.3099045608527e-14,-0.0089512853512572,0.011928570863667,315.58796420074,-2.2411544306291e-06,842.03281827495,736.80364404991
19.8165,0.0045039722668285,1.7338955206793,0,-2.534861747919e-18,2.5348715834241e-18,29.392728392483,29.392715379831,-3.3758156332814e-07,-3.375832047904e-07,2.5348613148445e-18,-2.5348545367364e-18,3.375821767342e-07,3.3758254071e-07,29.392733769396,29.392746782002,10.689418678455,2.0475729158008e-05,-8.5762117720499e-13,0,355.31490535204,100000198.89206,-3.3300530631292e-14,-0.0089548748771222,0.011928570863666,315.18953825342,-2.1875850960551e-06,840.95277103236,735.85765951436
19.9165,0.0045154656144599,1.7338935157616,0,-2.3485171827121e-18,2.3485263909059e-18,29.04711983467,29.047106852471,-3.1179384280585e-07,-3.1179537041206e-07,2.3485168590752e-18,-2.3485104360422e-18,3.1179441257618e-07,3.1179475367109e-07,29.047125249579,29.047138231732,10.563724439776,2.0187084513782e-05,-8.5782990251931e-13,0,355.31490588649,100000199.39958,-3.364798942224e-14,-0.008958414026274,0.011928570863666,314.7967513298,-2.1357781799207e-06,839.88805211025,734.92510292307
20.0165,0.0045267975417357,1.7338915388054,0,-2.1789884632369e-18,2.1789970951132e-18,28.70701338572,28.707000434447,-2.8841984029325e-07,-2.8842126357254e-07,2.1789882341531e-18,-2.1789821458482e-18,2.8842037022302e-07,2.8842069004612e-07,28.707018838112,28.707031789339,10.440031355398,1.9904415271459e-05,-8.5743483616532e-13,0,355.31490641343,100000199.89997,-3.3898817690786e-14,-0.0089619038374213,0.011928570863666,314.4094861424,-2.0856641241236e-06,838.83834179627,734.00569415259
20.1165,0.0045379713752109,1.7338895892385,0,-2.0245001010491e-18,2.0245082025768e-18,28.372293690214,28.372280770324,-2.6719606753736e-07,-2.6719739509908e-07,2.0244999535928e-18,-2.0244941806852e-18,2.6719656103625e-07,2.6719686108201e-07,28.372299179578,28.372312099422,10.318297466879,1.9627549842485e-05,-8.574719047977e-13,0,355.31490693301,100000200.39338,-3.4139366116614e-14,-0.0089653453195106,0.011928570863665,314.02762878976,-2.0371638781924e-06,837.80332963011,733.09916118707
20.2165,0.0045489903464341,1.7338876665053,0,-1.8834875579831e-18,1.8834951706812e-18,28.042848654548,28.042835766483,-2.478912487824e-07,-2.478924884152e-07,1.8834874809217e-18,-1.8834820050948e-18,2.478917089187e-07,2.4789199057387e-07,28.042854180375,28.042867068395,10.198482002308,1.9356323206625e-05,-8.5686919142233e-13,0,355.31490744539,100000200.87995,-3.4365522762581e-14,-0.0089687394528663,0.011928570863665,313.65106862625,-1.9902172007401e-06,836.78271404691,732.2052398057
20.3165,0.0045598575955627,1.7338857700655,0,-1.7545699581164e-18,1.7545771195561e-18,27.718569324096,27.718556468282,-2.303020553563e-07,-2.3030321411562e-07,1.7545699416822e-18,-1.7545647456189e-18,2.3030248489552e-07,2.3030274944594e-07,27.718574885881,27.71858774165,10.080545331619,1.9090576593739e-05,-8.5837030311072e-13,0,355.3149079507,100000201.35982,-3.4608127157166e-14,-0.0089720871902744,0.011928570863665,313.2796981379,-1.9447534798183e-06,835.77620203779,731.32367328528
20.4165,0.0045705761748049,1.733883899394,0,-1.6365265445139e-18,1.6365332887573e-18,27.399349766214,27.399336943064,-2.1424943666958e-07,-2.14250520955e-07,1.6365265802075e-18,-1.6365216475658e-18,2.1424983810829e-07,2.1425008674551e-07,27.399355363458,27.399368186563,9.9644489240265,1.8830157184405e-05,-8.5753642933314e-13,0,355.3149084491,100000201.83312,-3.4809612180557e-14,-0.008975389458014,0.011928570863665,312.91341282447,-1.9007155858401e-06,834.78350882707,730.45421211728
20.5165,0.0045811490516966,1.73388205398,0,-1.5282763458351e-18,1.5282827038187e-18,27.085086958806,27.08507416872,-1.9957546114068e-07,-1.9957647676436e-07,1.5282764262567e-18,-1.5282717416384e-18,1.9957583673615e-07,1.9957607056392e-07,27.085092591011,27.085105381055,9.8501553074868,1.8574917827764e-05,-8.5814007020093e-13,0,355.31490894072,100000202.3,-3.5046048669614e-14,-0.0089786471568415,0.011928570863664,312.55211108715,-1.8580432063889e-06,833.80435756473,729.59661373832
20.6165,0.0045915791122257,1.7338802333268,0,-1.4288605963576e-18,1.4288665962289e-18,26.775680684072,26.775667927435,-1.8614059340772e-07,-1.8614154565501e-07,1.4288607150609e-18,-1.4288562639754e-18,1.8614094520401e-07,1.8614116524438e-07,26.775686350744,26.77569910734,9.7376280300435,1.8324716775579e-05,-8.5768135372596e-13,0,355.3149094257,100000202.76056,-3.5333884372873e-14,-0.0089818611629271,0.011928570863664,312.19569412138,-1.8166830616263e-06,832.83847903328,728.75064227332
20.7165,0.0046018691638085,1.7338784369512,0,-1.33742751974e-18,1.3374331871531e-18,26.471033427183,26.471020704366,-1.7382134509504e-07,-1.7382223877825e-07,1.337427671107e-18,-1.337423439932e-18,1.7382167494592e-07,1.7382188214513e-07,26.471039127831,26.471051850607,9.6268316229675,1.8079417431285e-05,-8.5746051834679e-13,0,355.31490990416,100000203.21494,-3.5576488767815e-14,-0.0089850323287471,0.011928570863664,311.8440658148,-1.7765770076252e-06,831.88561136859,727.91606829078
20.8165,0.0046120219381302,1.7338766643827,0,-1.2532191436631e-18,1.2532245020384e-18,26.171050279597,26.17103759096,-1.6250824566826e-07,-1.6250908517444e-07,1.2532193227954e-18,-1.2532152987357e-18,1.6250855525742e-07,1.6250875049144e-07,26.171056013734,26.17106870233,9.5177315655836,1.7838888113187e-05,-8.5796179063397e-13,0,355.31491037623,100000203.66326,-3.5843764785591e-14,-0.0089881614839378,0.011928570863663,311.49713264988,-1.7376772761489e-06,830.94549979335,727.09266856926
20.9165,0.0046220400938545,1.7338749151635,0,-1.1755598608525e-18,1.1755649316059e-18,25.875638846765,25.875626192654,-1.5210408778443e-07,-1.5210487711781e-07,1.175560063478e-18,-1.1755562345229e-18,1.5210437864331e-07,1.5210456272306e-07,25.875644613907,25.875657267977,9.4102942516943,1.7603001830847e-05,-8.576635341156e-13,0,355.31491084204,100000204.10564,-3.6100760960622e-14,-0.0089912494361081,0.011928570863663,311.15480361107,-1.6999418934549e-06,830.01789636306,726.2802258747
21.0165,0.0046319262192116,1.7338731888479,0,-1.1038464931797e-18,1.1038512959251e-18,25.584709159971,25.584696540722,-1.4252240823531e-07,-1.4252315105508e-07,1.1038467155713e-18,-1.1038430704526e-18,1.4252268175885e-07,1.4252285543505e-07,25.584714959638,25.584727578847,9.3044869575093,1.7371636073525e-05,-8.5818005318975e-13,0,355.31491130171,100000204.54219,-3.6398876507043e-14,-0.0089942969716147,0.011928570863663,310.81699009597,-1.663324088154e-06,829.10255972306,725.47852874756
21.116500000001,0.0046416828344695,1.7338714850016,0,-1.0375396506314e-18,1.0375442033595e-18,25.298173592102,25.298161008037,-1.3368617127172e-07,-1.3368687092567e-07,1.0375398895371e-18,-1.0375364176874e-18,1.336864287323e-07,1.3368659270006e-07,25.298179423815,25.29819200784,9.2002778110026,1.7144672610465e-05,-8.5633383427483e-13,0,355.31491175535,100000204.97301,-3.6629145090899e-14,-0.0089973048563058,0.011928570863662,310.48360583059,-1.6277763542096e-06,828.19925487698,724.68737129984
21.216500000001,0.0046513123942952,1.7338698032017,0,-9.761562068492e-19,9.7616052608611e-19,25.015946777121,25.015934228553,-1.2552662593686e-07,-1.2552728549146e-07,9.7615645943123e-19,-9.7615315094308e-19,1.2552686849664e-07,1.255270233997e-07,25.015952640407,25.015965188937,9.0976357626194,1.6921997301894e-05,-8.5688547647611e-13,0,355.31491220308,100000205.39823,-3.6853245769115e-14,-0.0090002738362308,0.011928570863662,310.15456678867,-1.593265035581e-06,827.30775296526,723.90655302098
21.316500000001,0.0046608172900136,1.7338681430361,0,-9.1926273844782e-19,9.1926683939588e-19,24.737945533051,24.737933020278,-1.1798231315523e-07,-1.1798293542243e-07,9.1926300223022e-19,-9.1925984781643e-19,1.1798254187711e-07,1.1798268831178e-07,24.737951427438,24.737963940173,8.9965305572574,1.670349991979e-05,-8.5780694101482e-13,0,355.31491264501,100000205.81794,-3.7104074038743e-14,-0.0090032046383165,0.011928570863662,309.82979111391,-1.5597441102096e-06,826.42783105324,723.13587859225
