time,Dynamic_hardening_term,Dynamic_hardening_term_avg,Energy,Ep_eff,F_norm,Phi,Prager_term,Prager_term_avg,Static_hardening_term,Static_hardening_term_avg,backstress01,backstress02,backstress03,backstress04,backstress05,backstress06,backstress07,backstress08,backstress09,backstress10,backstress11,backstress12,backstress_avg,entropy_generation_rate,gamma_dot_average,phi_1,phi_2,slip_resistance_avg,ssd,strain_xx,strain_yy,strain_zz,stress_xx,stress_yy,stress_zz,vonmises
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00618,0,0,2.2897947613239e-194,0,1.7320521634131,0,2.2012534552245e-187,5.2708358420535e-167,9.2663251830622e-190,-2.2187939686403e-169,-6.4882823939488e-190,6.4882823971554e-190,4.6607996908928e-169,4.6607996908929e-169,-1.5588763384043e-179,-1.5588763379267e-179,6.4882823939488e-190,-6.4882823971553e-190,1.5588763384043e-179,1.5588763379267e-179,4.6607996908929e-169,4.6607996908928e-169,1.5535998969643e-169,1.6642386920091e-175,5.2708358420535e-173,1.0211200803288e-20,0,360.31469625632,100000000,-1.2562209517247e-42,-3.8316418198958e-06,6.1799809039281e-06,0.25480158899157,3.0843824005134e-11,0.66578012275188,0.58184636149035
0.1021,-6.5422949500191e-191,-2.1807649833397e-191,2.5005140398333e-120,1.4476162123447e-118,1.7320732044282,0,1.4549917044083e-114,3.5161826495872e-94,2.0551708160395e-116,-4.966580368918e-96,-1.4390309389945e-116,1.4390309389563e-116,1.0432801141259e-95,1.0432801141259e-95,-3.5093915039607e-106,-3.5093915040184e-106,1.4390309389945e-116,-1.4390309389563e-116,3.5093915039607e-106,3.5093915040184e-106,1.0432801141259e-95,1.0432801141259e-95,3.4785232708542e-96,1.834565132239e-101,3.5161826495872e-100,-1.4239429967206e-19,0,360.31469625632,100000000,-1.0467165619071e-40,-6.3316471902586e-05,0.0001020947881375,4.2096346615591,1.2990813035121e-08,11.001614159263,9.6147678909868
0.2021,-6.0341237111248e-159,-2.0113745703749e-159,4.5522235502015e-104,1.1089468248488e-99,1.7320951335844,0,1.3381629279045e-98,3.2663465138396e-78,2.0203587604456e-100,-4.9311785597904e-80,-1.4146555319698e-100,1.4146555319793e-100,1.0358436083767e-79,1.0358436083767e-79,-3.5058853075933e-90,-3.5058853075787e-90,1.4146555319698e-100,-1.4146555319793e-100,3.5058853075933e-90,3.5058853075787e-90,1.0358436083767e-79,1.0358436083767e-79,3.4725559240078e-80,3.3740896409045e-85,3.2663465138396e-84,4.2736846114009e-19,0,360.31469625632,100000000,-4.8248508116782e-40,-0.00012536024267388,0.00020207958052072,8.3327857131617,2.5745439129311e-08,21.781564084073,19.036038056924
0.3021,-1.0993201745355e-140,-3.664400581785e-141,8.5760122584683e-95,1.9381615391999e-91,1.7321170557618,0,1.6864797963789e-89,4.1579218456639e-69,2.8631191404522e-91,-7.0574311612115e-71,-2.0047564868504e-91,2.0047564868445e-91,1.482484333362e-70,1.482484333362e-70,-5.0483360312509e-81,-5.04833603126e-81,2.0047564868504e-91,-2.0047564868445e-91,5.0483360312509e-81,5.04833603126e-81,1.482484333362e-70,1.482484333362e-70,5.0137777683979e-71,6.4216581576383e-76,4.1579218456639e-75,-3.284588210586e-19,0,360.31469625632,100000000,-1.0249429571951e-39,-0.00018743332865897,0.00030205437694466,12.456036633906,3.8505275415171e-08,32.566085779207,28.461525475307
0.4021,-7.7770444491881e-128,-2.5923481497293e-128,2.8248904977324e-88,3.2393494852858e-84,1.7321389709512,0,4.1735800920972e-83,1.0393107391423e-62,8.0239315582598e-85,-1.997413315445e-64,-5.6183581794232e-85,5.6183581794215e-85,4.195767382997e-64,4.195767382997e-64,-1.4375276910707e-74,-1.437527691071e-74,5.6183581794232e-85,-5.6183581794214e-85,1.4375276910707e-74,1.437527691071e-74,4.195767382997e-64,4.195767382997e-64,1.4308981528139e-64,2.1369370052705e-69,1.0393107391423e-68,4.7908695635102e-20,0,360.31469625632,100000000,-1.700997258289e-39,-0.00024953575593554,0.00040201917940751,16.579387881366,5.127909930585e-08,43.355181244243,37.891232147468
0.5021,-6.5597298866447e-118,-2.1865766288815e-118,3.0238018588302e-83,2.3043004057965e-79,1.7321608791438,0,3.5776597274924e-78,8.9986372421229e-58,7.7403218915129e-80,-1.9458438511193e-59,-5.4197746447599e-80,5.4197746447339e-80,4.0874405411244e-59,4.0874405411245e-59,-1.40896062814e-69,-1.4089606281442e-69,5.41977464476e-80,-5.4197746447338e-80,1.40896062814e-69,1.4089606281442e-69,4.0874405411245e-59,4.0874405411244e-59,1.403845666724e-59,2.3108475799306e-64,8.9986372421229e-64,-1.2458842850415e-18,0,360.31469625632,100000000,-4.1230885785633e-39,-0.0003116675506158,0.00050197398990759,20.702839913535,6.4076994846233e-08,54.148852480841,47.325160076524
0.6021,-8.0808582431435e-110,-2.6936194143812e-110,3.7738686625322e-79,2.0127396009465e-75,1.7321827803303,0,3.7234778881515e-74,9.4594766002336e-54,8.9820345105598e-76,-2.2802851316235e-55,-6.2892220221064e-76,6.2892220221272e-76,4.7899680577965e-55,4.7899680577965e-55,-1.6611929507605e-65,-1.6611929507571e-65,6.2892220221064e-76,-6.2892220221272e-76,1.6611929507605e-65,1.6611929507571e-65,4.7899680577965e-55,4.7899680577965e-55,1.654794171419e-55,2.9136151045389e-60,9.4594766002336e-60,9.359376406455e-19,0,360.31469625632,100000000,-4.9461733664901e-39,-0.0003738287388518,0.00060191881044201,24.82639318882,7.6888807487804e-08,64.947101492756,56.763311267405
0.7021,-5.4606324988459e-103,-1.8202108329486e-103,1.0776496621824e-75,5.6792189411958e-72,1.7322046745018,0,9.1180912268908e-71,2.3397122184228e-50,2.4299704602745e-72,-6.2298742545583e-52,-1.7014657106834e-72,1.7014657106817e-72,1.3086476892553e-51,1.3086476892553e-51,-4.5661316563318e-62,-4.5661316563348e-62,1.7014657106835e-72,-1.7014657106817e-72,4.5661316563318e-62,4.5661316563348e-62,1.3086476892553e-51,1.3086476892553e-51,4.543008920257e-52,8.4052373044182e-57,2.3397122184228e-56,7.7268196118056e-19,0,360.31469625632,100000000,-1.0053345894037e-38,-0.00043601934683043,0.00070185364300758,28.95004816606,8.9719916478649e-08,75.749930285844,66.205687726832
0.8021,-4.4375207639343e-97,-1.4791735879781e-97,1.0498741011569e-72,4.9669810931087e-69,1.7322265616492,0,7.7755064054283e-68,2.0152407743437e-47,2.2702365966286e-69,-5.8777651690498e-49,-1.5896200334292e-69,1.5896200334311e-69,1.2346836376086e-48,1.2346836376086e-48,-4.3342917822357e-59,-4.3342917822324e-59,1.5896200334292e-69,-1.5896200334311e-69,4.3342917822357e-59,4.3342917822324e-59,1.2346836376086e-48,1.2346836376086e-48,4.3036926685124e-49,8.2724880118889e-54,2.0152407743437e-53,-8.3390196541182e-19,0,360.31469625632,100000000,-1.2499273430391e-38,-0.0004982394007759,0.00080177848960048,33.07380530451,1.0254677613776e-07,86.557340868073,75.652291463364
